Code,Name,Ticker,Sector,Market,Has_6Y_Data,Has_5Y_Data,Data_Start,Data_End
5108,ICAPITAL.BIZ BERHAD,5108.KL,,Main,True,True,2018-01-03,2025-12-02
5255,ICON OFFSHORE BERHAD,5255.KL,,Main,True,True,2018-01-02,2025-12-02
9687,IDEAL UNITED BINTANG INTERNATIONAL BERHAD,9687.KL,,Main,True,True,2018-01-02,2025-12-02
5606,IGB BERHAD,5606.KL,,Main,True,True,2018-01-02,2025-12-02
5227,IGB REAL ESTATE INVESTMENT TRUST,5227.KL,,Main,True,True,2018-01-02,2025-12-02
5225,IHH HEALTHCARE BERHAD,5225.KL,,Main,True,True,2018-01-02,2025-12-02
3336,IJM CORPORATION BERHAD,3336.KL,,Main,True,True,2018-01-02,2025-12-02
7222,IMASPRO CORPORATION BERHAD,7222.KL,,Main,True,True,2018-01-02,2025-12-02
0166,INARI AMERTRON BERHAD,0166.KL,,Main,True,True,2018-01-02,2025-12-02
2607,INCH KENNETH KAJANG RUBBER PUBLIC LTD CO,2607.KL,,Main,True,True,2018-01-02,2025-12-01
9393,INDUSTRONICS BERHAD,9393.KL,,Main,True,True,2018-01-02,2025-12-02
6262,INNOPRISE PLANTATIONS BERHAD,6262.KL,,Main,True,True,2018-01-02,2025-12-02
3379,INSAS BERHAD,3379.KL,,Main,True,True,2018-01-02,2025-12-02
0192,INTA BINA GROUP BERHAD,0192.KL,,Main,True,True,2018-01-02,2025-12-02
5614,INTEGRATED LOGISTICS BHD,5614.KL,,Main,True,True,2018-01-02,2025-12-02
1961,IOI CORPORATION BERHAD,1961.KL,,Main,True,True,2018-01-02,2025-12-02
5249,IOI PROPERTIES GROUP BERHAD,5249.KL,,Main,True,True,2018-01-02,2025-12-02
5673,IPMUDA BERHAD,5673.KL,,Main,True,True,2018-01-02,2025-12-02
5107,IQ GROUP HOLDINGS BERHAD,5107.KL,,Main,True,True,2018-01-02,2025-12-01
7183,IRE-TEX CORPORATION BERHAD,7183.KL,,Main,True,True,2018-01-02,2024-07-29
8834,IREKA CORPORATION BERHAD,8834.KL,,Main,True,True,2018-01-02,2025-12-01
1589,ISKANDAR WATERFRONT CITY BERHAD,1589.KL,,Main,True,True,2018-01-02,2025-12-02
7223,JADI IMAGING HOLDINGS BERHAD,7223.KL,,Main,True,True,2018-01-02,2025-12-01
4723,JAKS RESOURCES BERHAD,4723.KL,,Main,True,True,2018-01-02,2025-12-02
8648,JASA KITA BERHAD,8648.KL,,Main,True,True,2018-01-02,2025-12-02
4383,JAYA TIASA HOLDINGS BHD,4383.KL,,Main,True,True,2018-01-02,2025-12-02
7152,JAYCORP BERHAD,7152.KL,,Main,True,True,2018-01-02,2025-12-02
0058,JCBNEXT BERHAD,0058.KL,,Main,True,True,2018-01-02,2025-12-02
5161,JCY INTERNATIONAL BERHAD,5161.KL,,Main,True,True,2018-01-02,2025-12-02
8923,JIANKUN INTERNATIONAL BERHAD,8923.KL,,Main,True,True,2018-01-02,2025-12-02
6769,JKG LAND BERHAD,6769.KL,,Main,True,True,2018-01-02,2025-12-02
7043,JMR CONGLOMERATION BERHAD,7043.KL,,Main,True,True,2018-01-02,2025-12-02
3441,JOHAN HOLDINGS BERHAD,3441.KL,,Main,True,True,2018-01-02,2025-12-02
7167,JOHORE TIN BERHAD,7167.KL,,Main,True,True,2018-01-02,2025-12-02
5172,K-STAR SPORTS LIMITED,5172.KL,,Main,True,True,2018-01-02,2025-12-02
5192,K.SENG SENG CORPORATION BERHAD,5192.KL,,Main,True,True,2018-01-02,2025-12-01
8672,KAMDAR GROUP (M) BERHAD,8672.KL,,Main,True,True,2018-01-02,2025-12-01
5247,KAREX BERHAD,5247.KL,,Main,True,True,2018-01-02,2025-12-02
0054,KARYON INDUSTRIES BERHAD,0054.KL,,Main,True,True,2018-01-02,2025-12-02
7216,KAWAN FOOD BERHAD,7216.KL,,Main,True,True,2018-01-02,2025-12-02
3476,KECK SENG (MALAYSIA) BERHAD,3476.KL,,Main,True,True,2018-01-02,2025-12-02
7199,KEIN HING INTERNATIONAL BERHAD,7199.KL,,Main,True,True,2018-01-02,2025-12-01
0151,KELINGTON GROUP BERHAD,0151.KL,,Main,True,True,2018-01-02,2025-12-02
7323,KEN HOLDINGS BERHAD,7323.KL,,Main,True,True,2018-01-02,2025-12-01
6483,KENANGA INVESTMENT BANK BERHAD,6483.KL,,Main,True,True,2018-01-02,2025-12-02
7161,KERJAYA PROSPEK GROUP BERHAD,7161.KL,,Main,True,True,2018-01-02,2025-12-02
9334,KESM INDUSTRIES BERHAD,9334.KL,,Main,True,True,2018-01-02,2025-12-02
0143,KEY ASIC BERHAD,0143.KL,,Main,True,True,2018-01-02,2025-12-02
6203,KHEE SAN BERHAD,6203.KL,,Main,True,True,2018-01-02,2025-12-02
7062,KHIND HOLDINGS BERHAD,7062.KL,,Main,True,True,2018-01-02,2025-12-01
6211,KIA LIM BERHAD,6211.KL,,Main,True,True,2018-01-02,2025-12-02
5371,KIM HIN INDUSTRY BERHAD,5371.KL,,Main,True,True,2018-01-02,2025-12-02
5027,KIM LOONG RESOURCES BERHAD,5027.KL,,Main,True,True,2018-01-02,2025-12-02
5171,KIMLUN CORPORATION BERHAD,5171.KL,,Main,True,True,2018-01-02,2025-12-02
5280,KIP REAL ESTATE INVESTMENT TRUST,5280.KL,,Main,True,True,2018-01-02,2025-12-02
9466,KKB ENGINEERING BERHAD,9466.KL,,Main,True,True,2018-01-02,2025-12-02
5235SS,KLUANG RUBBER COMPANY (MALAYA) BERHAD,5235SS.KL,,Main,True,True,2018-01-02,2025-12-02
5035,KNUSFORD BERHAD,5035.KL,,Main,True,True,2018-01-02,2025-12-01
6971,KOBAY TECHNOLOGY BERHAD,6971.KL,,Main,True,True,2018-01-02,2025-12-02
7017,KOMARKCORP BERHAD,7017.KL,,Main,True,True,2018-01-02,2025-12-01
4847,KONSORTIUM TRANSNASIONAL BERHAD,4847.KL,,Main,True,True,2018-01-02,2025-12-02
7153,KOSSAN RUBBER INDUSTRIES BERHAD,7153.KL,,Main,True,True,2018-01-02,2025-12-02
0002,KOTRA INDUSTRIES BERHAD,0002.KL,,Main,True,True,2018-01-02,2025-12-02
5878,KPJ HEALTHCARE BERHAD,5878.KL,,Main,True,True,2018-01-02,2025-12-02
9121,KPS CONSORTIUM BERHAD,9121.KL,,Main,True,True,2018-01-02,2025-12-01
1996,KRETAM HOLDINGS BERHAD,1996.KL,,Main,True,True,2018-01-02,2025-12-02
5038,KSL HOLDINGS BERHAD,5038.KL,,Main,True,True,2018-01-02,2025-12-02
2445,KUALA LUMPUR KEPONG BERHAD,2445.KL,,Main,True,True,2018-01-02,2025-12-02
8303,KUANTAN FLOUR MILLS BHD,8303.KL,,Main,True,True,2018-01-02,2025-12-02
6874,KUB MALAYSIA BERHAD,6874.KL,,Main,True,True,2018-01-02,2025-12-02
2186,KUCHAI DEVELOPMENT BERHAD,2186.KL,,Main,True,True,2018-01-02,2025-12-02
6491,KUMPULAN FIMA BERHAD,6491.KL,,Main,True,True,2018-01-02,2025-12-02
7033,KUMPULAN H & L HIGH-TECH BERHAD,7033.KL,,Main,True,True,2018-01-02,2025-12-02
9083,KUMPULAN JETSON BERHAD,9083.KL,,Main,True,True,2018-01-02,2025-12-02
5843,KUMPULAN PERANGSANG SELANGOR BERHAD,5843.KL,,Main,True,True,2018-01-02,2025-12-02
7130,KUMPULAN POWERNET BERHAD,7130.KL,,Main,True,True,2018-01-02,2025-12-02
8362,KYM HOLDINGS BERHAD,8362.KL,,Main,True,True,2018-01-02,2025-12-01
3794,LAFARGE MALAYSIA BERHAD,3794.KL,,Main,True,True,2018-01-02,2025-12-02
3174,LAND & GENERAL BERHAD,3174.KL,,Main,True,True,2018-01-02,2025-12-02
1643,LANDMARKS BERHAD,1643.KL,,Main,True,True,2018-01-02,2025-12-02
7006,LATITUDE TREE HOLDINGS BERHAD,7006.KL,,Main,True,True,2018-01-02,2025-12-02
9385,LAY HONG BERHAD,9385.KL,,Main,True,True,2018-01-02,2025-12-02
9326,LB ALUMINIUM BERHAD,9326.KL,,Main,True,True,2018-01-02,2025-12-02
8494,LBI CAPITAL BERHAD,8494.KL,,Main,True,True,2018-01-02,2025-12-01
5789,LBS BINA GROUP BERHAD,5789.KL,,Main,True,True,2018-01-02,2025-12-02
9881,LEADER STEEL HOLDINGS BERHAD,9881.KL,,Main,True,True,2018-01-02,2025-12-01
9628,LEBTECH BERHAD,9628.KL,,Main,True,True,2018-01-02,2025-12-01
8079,LEE SWEE KIAT GROUP BERHAD,8079.KL,,Main,True,True,2018-01-02,2025-12-02
5232,LEON FUAT BERHAD,5232.KL,,Main,True,True,2018-01-02,2025-12-02
8745,LEWEKO RESOURCES BERHAD,8745.KL,,Main,True,True,2018-01-02,2025-12-02
7170,LFE CORPORATION BERHAD,7170.KL,,Main,True,True,2018-01-02,2025-12-02
3573,LIEN HOE CORPORATION BERHAD,3573.KL,,Main,True,True,2018-01-02,2025-12-02
7089,LII HEN INDUSTRIES BHD.,7089.KL,,Main,True,True,2018-01-02,2025-12-02
8486,LION FOREST INDUSTRIES BERHAD,8486.KL,,Main,True,True,2018-01-02,2025-12-01
4235,LION INDUSTRIES CORPORATION BERHAD,4235.KL,,Main,True,True,2018-01-02,2025-12-02
5284,LOTTE CHEMICAL TITAN HOLDING BERHAD,5284.KL,,Main,True,True,2018-01-02,2025-12-02
8621,LPI CAPITAL BHD,8621.KL,,Main,True,True,2018-01-02,2025-12-02
7085,LTKM BERHAD,7085.KL,,Main,True,True,2018-01-02,2025-12-01
5068,LUSTER INDUSTRIES BHD.,5068.KL,,Main,True,True,2018-01-02,2025-12-02
5143,LUXCHEM CORPORATION BERHAD,5143.KL,,Main,True,True,2018-01-02,2025-12-02
9199,LYSAGHT GALVANIZED STEEL BERHAD,9199.KL,,Main,True,True,2018-01-02,2025-12-01
1198,MAA GROUP BERHAD,1198.KL,,Main,True,True,2018-01-02,2025-12-01
7617,MAGNA PRIMA BERHAD,7617.KL,,Main,True,True,2018-01-02,2025-12-01
7087,MAGNI-TECH INDUSTRIES BERHAD,7087.KL,,Main,True,True,2018-01-02,2025-12-02
3859,MAGNUM BERHAD,3859.KL,,Main,True,True,2018-01-02,2025-12-02
8583,MAH SING GROUP BERHAD,8583.KL,,Main,True,True,2018-01-02,2025-12-02
8141,MAJUPERAK HOLDINGS BERHAD,8141.KL,,Main,True,True,2018-01-02,2025-12-01
5264,MALAKOFF CORPORATION BERHAD,5264.KL,,Main,True,True,2018-01-02,2025-12-02
1155,MALAYAN BANKING BERHAD,1155.KL,,Main,True,True,2018-01-02,2025-12-02
3662,MALAYAN FLOUR MILLS BERHAD,3662.KL,,Main,True,True,2018-01-02,2025-12-02
3891,MALAYAN UNITED INDUSTRIES BERHAD,3891.KL,,Main,True,True,2018-01-02,2025-12-02
1171,MALAYSIA BUILDING SOCIETY BERHAD,1171.KL,,Main,True,True,2018-01-02,2025-12-02
5186,MALAYSIA MARINE AND HEAVY ENGINEERING HOLDINGS BERHAD,5186.KL,,Main,True,True,2018-01-02,2025-12-02
5916,MALAYSIA SMELTING CORPORATION BERHAD,5916.KL,,Main,True,True,2018-01-02,2025-12-02
5098,MALAYSIA STEEL WORKS (KL) BHD,5098.KL,,Main,True,True,2018-01-02,2025-12-02
5077,MALAYSIAN BULK CARRIERS BERHAD,5077.KL,,Main,True,True,2018-01-02,2025-12-02
3867,MALAYSIAN PACIFIC INDUSTRIES BERHAD,3867.KL,,Main,True,True,2018-01-02,2025-12-02
1651,MALAYSIAN RESOURCES CORPORATION BERHAD,1651.KL,,Main,True,True,2018-01-02,2025-12-02
4936,MALPAC HOLDINGS BERHAD,4936.KL,,Main,True,True,2018-01-02,2025-12-02
6181,MALTON BERHAD,6181.KL,,Main,True,True,2018-01-02,2025-12-02
1058,MANULIFE HOLDINGS BERHAD,1058.KL,,Main,True,True,2018-01-02,2025-12-02
3514,MARCO HOLDINGS BERHAD,3514.KL,,Main,True,True,2018-01-02,2025-12-02
5078,MARINE & GENERAL BERHAD,5078.KL,,Main,True,True,2018-01-02,2025-12-02
7029,MASTER-PACK GROUP BERHAD,7029.KL,,Main,True,True,2018-01-02,2025-12-01
5236,MATRIX CONCEPTS HOLDINGS BERHAD,5236.KL,,Main,True,True,2018-01-02,2025-12-02
6012,MAXIS BERHAD,6012.KL,,Main,True,True,2018-01-02,2025-12-02
5983,MBM RESOURCES BHD,5983.KL,,Main,True,True,2018-01-02,2025-12-02
7004,MCE HOLDINGS BERHAD,7004.KL,,Main,True,True,2018-01-02,2025-12-02
5182,MCT BERHAD,5182.KL,,Main,True,True,2018-01-02,2025-12-02
5040,MEDA INC. BERHAD,5040.KL,,Main,True,True,2018-01-02,2025-12-02
5090,MEDIA CHINESE INTERNATIONAL LIMITED,5090.KL,,Main,True,True,2018-01-02,2025-12-01
4502,MEDIA PRIMA BERHAD,4502.KL,,Main,True,True,2018-01-02,2025-12-02
3069,MEGA FIRST CORPORATION BERHAD,3069.KL,,Main,True,True,2018-01-02,2025-12-02
5129,MELATI EHSAN HOLDINGS BERHAD,5129.KL,,Main,True,True,2018-01-02,2025-12-01
3778,MELEWAR INDUSTRIAL GROUP BERHAD,3778.KL,,Main,True,True,2018-01-02,2025-12-02
1694,MENANG CORPORATION (M) BERHAD,1694.KL,,Main,True,True,2018-01-02,2025-12-02
5223,MENTIGA CORPORATION BERHAD,5223.KL,,Main,True,True,2018-01-02,2025-12-01
8192,MERCURY INDUSTRIES BERHAD,8192.KL,,Main,True,True,2018-01-02,2025-12-01
5006,MERGE ENERGY BHD,5006.KL,,Main,True,True,2018-01-02,2025-12-02
7234,MESB BERHAD,7234.KL,,Main,True,True,2018-01-02,2025-12-01
5011,MESINIAGA BERHAD,5011.KL,,Main,True,True,2018-01-02,2025-12-02
6149,METROD HOLDINGS BERHAD,6149.KL,,Main,True,True,2018-01-02,2025-12-01
0043,METRONIC GLOBAL BERHAD,0043.KL,,Main,True,True,2018-01-02,2025-12-02
7595,MGB BERHAD,7595.KL,,Main,True,True,2018-01-02,2025-12-02
5026,MHC PLANTATIONS BHD,5026.KL,,Main,True,True,2018-01-02,2025-12-02
5286,MI TECHNOVATION BERHAD,5286.KL,,Main,True,True,2018-06-20,2025-12-02
5001,MIECO CHIPBOARD BERHAD,5001.KL,,Main,True,True,2018-01-02,2025-12-02
7935,MILUX CORPORATION BERHAD,7935.KL,,Main,True,True,2018-01-02,2025-12-01
5166,MINDA GLOBAL BERHAD,5166.KL,,Main,True,True,2018-01-02,2025-12-01
7219,MINETECH RESOURCES BERHAD,7219.KL,,Main,True,True,2018-01-02,2025-12-02
5576,MINHO (M) BERHAD,5576.KL,,Main,True,True,2018-01-02,2025-12-02
3816,MISC BERHAD,3816.KL,,Main,True,True,2018-01-02,2025-12-02
9571,MITRAJAYA HOLDINGS BERHAD,9571.KL,,Main,True,True,2018-01-02,2025-12-02
8893,MK LAND HOLDINGS BERHAD,8893.KL,,Main,True,True,2018-01-02,2025-12-02
6114,MKH BERHAD,6114.KL,,Main,True,True,2018-01-02,2025-12-02
0113,MMS VENTURES BERHAD,0113.KL,,Main,True,True,2018-01-02,2025-12-02
6459,MNRB HOLDINGS BERHAD,6459.KL,,Main,True,True,2018-01-02,2025-12-02
5123,MRCB-QUILL REIT,5123.KL,,Main,True,True,2018-01-02,2025-12-02
5202,MSM MALAYSIA HOLDINGS BERHAD,5202.KL,,Main,True,True,2018-01-02,2025-12-02
5152,MUAR BAN LEE GROUP BERHAD,5152.KL,,Main,True,True,2018-01-02,2025-12-01
3883,MUDA HOLDINGS BERHAD,3883.KL,,Main,True,True,2018-01-02,2025-12-02
5085,MUDAJAYA GROUP BERHAD,5085.KL,,Main,True,True,2018-01-02,2025-12-02
5703,MUHIBBAH ENGINEERING (M) BHD,5703.KL,,Main,True,True,2018-01-02,2025-12-02
3913,MUI PROPERTIES BERHAD,3913.KL,,Main,True,True,2018-01-02,2025-12-02
3905,MULPHA INTERNATIONAL BERHAD,3905.KL,,Main,True,True,2018-01-02,2025-12-02
9539,MULTI-USAGE HOLDINGS BERHAD,9539.KL,,Main,True,True,2018-01-02,2025-12-02
0138,MY E.G. SERVICES BERHAD,0138.KL,,Main,True,True,2018-01-02,2025-12-02
5087,MYCRON STEEL BERHAD,5087.KL,,Main,True,True,2018-01-02,2025-12-01
5275,MYNEWS HOLDINGS BERHAD,5275.KL,,Main,True,True,2018-01-02,2025-12-02
5073,NAIM HOLDINGS BERHAD,5073.KL,,Main,True,True,2018-01-02,2025-12-02
2038,NEGRI SEMBILAN OIL PALMS BERHAD,2038.KL,,Main,True,True,2018-01-02,2025-12-02
4707,NESTLE (MALAYSIA) BERHAD,4707.KL,,Main,True,True,2018-01-02,2025-12-02
7060,NEW HOONG FATT HOLDINGS BERHAD,7060.KL,,Main,True,True,2018-01-02,2025-12-01
7241,NEXTGREEN GLOBAL BERHAD,7241.KL,,Main,True,True,2018-01-02,2025-12-02
7215,NI HSIN RESOURCES BERHAD,7215.KL,,Main,True,True,2018-01-02,2025-12-01
7139,NICHE CAPITAL EMAS HOLDINGS BERHAD,7139.KL,,Main,True,True,2018-01-02,2025-12-02
0083,NOTION VTEC BERHAD,0083.KL,,Main,True,True,2018-01-02,2025-12-02
5066,NTPM HOLDINGS BERHAD,5066.KL,,Main,True,True,2018-01-02,2025-12-01
5025,NWP HOLDINGS BERHAD,5025.KL,,Main,True,True,2018-01-02,2025-12-02
4944,NYLEX (MALAYSIA) BERHAD,4944.KL,,Main,True,True,2018-01-02,2025-03-10
5533,OCB BERHAD,5533.KL,,Main,True,True,2018-01-02,2025-12-01
0049,OCEANCASH PACIFIC BERHAD,0049.KL,,Main,True,True,2018-01-02,2025-12-02
0172,OCK GROUP BERHAD,0172.KL,,Main,True,True,2018-01-02,2025-12-02
7071,OCR GROUP BERHAD,7071.KL,,Main,True,True,2018-01-02,2025-12-02
7140,OKA CORPORATION BHD,7140.KL,,Main,True,True,2018-01-02,2025-12-02
3018,OLYMPIA INDUSTRIES BERHAD,3018.KL,,Main,True,True,2018-01-02,2025-12-02
9008,OMESTI BERHAD,9008.KL,,Main,True,True,2018-01-02,2025-12-02
5260,ONLY WORLD GROUP HOLDINGS BERHAD,5260.KL,,Main,True,True,2018-01-02,2025-12-02
7107,ORIENTAL FOOD INDUSTRIES HOLDINGS BERHAD,7107.KL,,Main,True,True,2018-01-02,2025-12-02
4006,ORIENTAL HOLDINGS BERHAD,4006.KL,,Main,True,True,2018-01-02,2025-12-02
5827,ORIENTAL INTEREST BERHAD,5827.KL,,Main,True,True,2018-01-02,2025-12-01
5065,ORNAPAPER BERHAD,5065.KL,,Main,True,True,2018-01-02,2025-12-01
5053,OSK HOLDINGS BERHAD,5053.KL,,Main,True,True,2018-01-02,2025-12-02
7225,P.A. RESOURCES BERHAD,7225.KL,,Main,True,True,2018-01-02,2025-12-02
7095,P.I.E. INDUSTRIAL BERHAD,7095.KL,,Main,True,True,2018-01-02,2025-12-02
6009,PACIFIC & ORIENT BERHAD,6009.KL,,Main,True,True,2018-01-02,2025-12-02
7052,PADINI HOLDINGS BERHAD,7052.KL,,Main,True,True,2018-01-02,2025-12-02
4081,PAN MALAYSIA CORPORATION BERHAD,4081.KL,,Main,True,True,2018-01-02,2025-12-02
1287,PAN MALAYSIA HOLDINGS BERHAD,1287.KL,,Main,True,True,2018-01-02,2025-12-02
3719,PANASONIC MANUFACTURING MALAYSIA BERHAD,3719.KL,,Main,True,True,2018-01-02,2025-12-02
0041,PANPAGES BERHAD,0041.KL,,Main,True,True,2018-01-02,2025-12-02
8419,PANSAR BERHAD,8419.KL,,Main,True,True,2018-01-02,2025-12-02
5125,PANTECH GROUP HOLDINGS BERHAD,5125.KL,,Main,True,True,2018-01-02,2025-12-02
5022,PAOS HOLDINGS BERHAD,5022.KL,,Main,True,True,2018-01-02,2025-12-01
3611,PARAGON GLOBE BERHAD,3611.KL,,Main,True,True,2018-01-02,2025-12-01
9407,PARAGON UNION BERHAD,9407.KL,,Main,True,True,2018-01-02,2025-12-02
1724,PARAMOUNT CORPORATION BERHAD,1724.KL,,Main,True,True,2018-01-02,2025-12-02
5657,PARKSON HOLDINGS BERHAD,5657.KL,,Main,True,True,2018-01-02,2025-12-02
6912,PASDEC HOLDINGS BERHAD,6912.KL,,Main,True,True,2018-01-02,2025-12-02
5212,PAVILION REAL ESTATE INVESTMENT TRUST,5212.KL,,Main,True,True,2018-01-02,2025-12-02
5041,PBA HOLDINGS BHD,5041.KL,,Main,True,True,2018-01-02,2025-12-02
6068,PCCS GROUP BERHAD,6068.KL,,Main,True,True,2018-01-02,2025-12-02
6254,PDZ HOLDINGS BHD,6254.KL,,Main,True,True,2018-01-02,2025-12-02
5271,PECCA GROUP BERHAD,5271.KL,,Main,True,True,2018-01-02,2025-12-02
4464,PEGASUS HEIGHTS BERHAD,4464.KL,,Main,True,True,2018-01-02,2025-12-02
5231,PELIKAN INTERNATIONAL CORPORATION BERHAD,5231.KL,,Main,True,True,2018-01-02,2025-12-02
9997,PENSONIC HOLDINGS BERHAD,9997.KL,,Main,True,True,2018-01-02,2025-12-02
7160,PENTAMASTER CORPORATION BERHAD,7160.KL,,Main,True,True,2018-01-02,2025-12-02
8346,PERAK CORPORATION BERHAD,8346.KL,,Main,True,True,2018-01-02,2025-12-02
0186,PERAK TRANSIT BERHAD,0186.KL,,Main,True,True,2018-01-02,2025-12-02
7108,PERDANA PETROLEUM BERHAD,7108.KL,,Main,True,True,2018-01-02,2025-12-02
7080,PERMAJU INDUSTRIES BERHAD,7080.KL,,Main,True,True,2018-01-02,2025-12-02
8311,PESONA METRO HOLDINGS BERHAD,8311.KL,,Main,True,True,2018-01-02,2025-12-02
5219,PESTECH INTERNATIONAL BERHAD,5219.KL,,Main,True,True,2018-01-02,2025-12-02
5133,PETRA ENERGY BERHAD,5133.KL,,Main,True,True,2018-01-02,2025-12-02
3042,PETRON MALAYSIA REFINING & MARKETING BHD,3042.KL,,Main,True,True,2018-01-02,2025-12-02
5183,PETRONAS CHEMICALS GROUP BERHAD,5183.KL,,Main,True,True,2018-01-02,2025-12-02
5681,PETRONAS DAGANGAN BHD,5681.KL,,Main,True,True,2018-01-02,2025-12-02
6033,PETRONAS GAS BERHAD,6033.KL,,Main,True,True,2018-01-02,2025-12-02
7081,PHARMANIAGA BERHAD,7081.KL,,Main,True,True,2018-01-02,2025-12-02
5622,PIMPINAN EHSAN BERHAD,5622.KL,,Main,True,True,2018-01-02,2025-12-01
1902,PINEHILL PACIFIC BERHAD,1902.KL,,Main,True,True,2018-01-02,2025-12-02
9598,PINTARAS JAYA BHD,9598.KL,,Main,True,True,2018-01-02,2025-12-01
7163,PJBUMI BERHAD,7163.KL,,Main,True,True,2018-01-02,2025-12-02
7055,PLB ENGINEERING BERHAD,7055.KL,,Main,True,True,2018-01-02,2025-12-01
5075,PLENITUDE BERHAD,5075.KL,,Main,True,True,2018-01-02,2025-12-02
9695,PLS PLANTATIONS BERHAD,9695.KL,,Main,True,True,2018-01-02,2025-12-02
7172,PMB TECHNOLOGY BERHAD,7172.KL,,Main,True,True,2018-01-02,2025-12-02
6637,PNE PCB BERHAD,6637.KL,,Main,True,True,2018-01-02,2025-12-01
7088,POH HUAT RESOURCES HOLDINGS BERHAD,7088.KL,,Main,True,True,2018-01-02,2025-12-02
5080,POH KONG HOLDINGS BERHAD,5080.KL,,Main,True,True,2018-01-02,2025-12-02
8117,POLY GLASS FIBRE (M) BERHAD,8117.KL,,Main,True,True,2018-01-02,2025-12-01
4634,POS MALAYSIA BERHAD,4634.KL,,Main,True,True,2018-01-02,2025-12-02
7237,POWER ROOT BERHAD,7237.KL,,Main,True,True,2018-01-02,2025-12-02
4065,PPB GROUP BERHAD,4065.KL,,Main,True,True,2018-01-02,2025-12-02
8869,PRESS METAL ALUMINIUM HOLDINGS BERHAD,8869.KL,,Main,True,True,2018-01-02,2025-12-02
9873,PRESTAR RESOURCES BERHAD,9873.KL,,Main,True,True,2018-01-02,2025-12-02
5204,PRESTARIANG BERHAD,5204.KL,,Main,True,True,2018-01-02,2025-12-02
7168,PRG HOLDINGS BERHAD,7168.KL,,Main,True,True,2018-01-02,2025-12-02
7123,PRICEWORTH INTERNATIONAL BERHAD,7123.KL,,Main,True,True,2018-01-02,2025-12-02
7145,PRINSIPTEK CORPORATION BERHAD,7145.KL,,Main,True,True,2018-01-02,2025-12-02
7201,PROGRESSIVE IMPACT CORPORATION BERHAD,7201.KL,,Main,True,True,2018-01-02,2025-12-02
8966,PROLEXUS BERHAD,8966.KL,,Main,True,True,2018-01-02,2025-12-02
5070,PROTASCO BERHAD,5070.KL,,Main,True,True,2018-01-02,2025-12-02
5436,PERUSAHAAN SADUR TIMAH MALAYSIA (PERSTIMA) BHD,5436.KL,,Main,True,True,2018-01-02,2025-12-02
1295,PUBLIC BANK BERHAD,1295.KL,,Main,True,True,2018-01-02,2025-12-02
8273,PUBLIC PACKAGES HOLDINGS BHD,8273.KL,,Main,True,True,2018-01-02,2025-12-02
6807,PUNCAK NIAGA HOLDINGS BERHAD,6807.KL,,Main,True,True,2018-01-02,2025-12-02
7134,PWF CONSOLIDATED BERHAD,7134.KL,,Main,True,True,2018-01-02,2025-12-02
7084,QL RESOURCES BERHAD,7084.KL,,Main,True,True,2018-01-02,2025-12-02
7544,QUALITY CONCRETE HOLDINGS BERHAD,7544.KL,,Main,True,True,2018-01-02,2025-12-01
7498,RALCO CORPORATION BERHAD,7498.KL,,Main,True,True,2018-01-02,2025-12-02
5272,RANHILL HOLDINGS BERHAD,5272.KL,,Main,True,True,2018-01-02,2025-12-02
7765,RAPID SYNERGY BERHAD,7765.KL,,Main,True,True,2018-01-02,2025-12-02
9296,RCE CAPITAL BERHAD,9296.KL,,Main,True,True,2018-01-02,2025-12-02
7232,RESINTECH BERHAD,7232.KL,,Main,True,True,2018-01-02,2025-12-02
9946,REX INDUSTRY BERHAD,9946.KL,,Main,True,True,2018-01-02,2025-12-02
0037,RGB INTERNATIONAL BHD,0037.KL,,Main,True,True,2018-01-02,2025-12-02
9954,RGT BERHAD,9954.KL,,Main,True,True,2018-01-02,2025-12-01
1066,RHB BANK BERHAD,1066.KL,,Main,True,True,2018-01-02,2025-12-02
5278,RHONE MA HOLDINGS BERHAD,5278.KL,,Main,True,True,2018-01-02,2025-12-01
5113,RIMBUNAN SAWIT BERHAD,5113.KL,,Main,True,True,2018-01-02,2025-12-02
2542,RIVERVIEW RUBBER ESTATES BERHAD,2542.KL,,Main,True,True,2018-01-02,2025-12-01
9741,ROHAS TECNIC BERHAD,9741.KL,,Main,True,True,2018-01-02,2025-12-01
7803,RUBBEREX CORPORATION (M) BERHAD,7803.KL,,Main,True,True,2018-01-02,2025-12-02
8567,SALCON BERHAD,8567.KL,,Main,True,True,2018-01-02,2025-12-02
0183,SALUTICA BERHAD,0183.KL,,Main,True,True,2018-01-02,2025-12-02
9822,SAM ENGINEERING & EQUIPMENT (M) BERHAD,9822.KL,,Main,True,True,2018-01-02,2025-12-02
5147,SAMCHEM HOLDINGS BERHAD,5147.KL,,Main,True,True,2018-01-02,2025-12-02
9113,SANBUMI HOLDINGS BERHAD,9113.KL,,Main,True,True,2018-01-02,2025-12-01
7943,SAND NISKO CAPITAL BERHAD,7943.KL,,Main,True,True,2018-01-02,2025-12-02
5218,SAPURA ENERGY BERHAD,5218.KL,,Main,True,True,2018-01-02,2025-12-02
7811,SAPURA INDUSTRIAL BERHAD,7811.KL,,Main,True,True,2018-01-02,2025-12-02
4596,SAPURA RESOURCES BERHAD,4596.KL,,Main,True,True,2018-01-02,2025-12-02
5170,SARAWAK CABLE BERHAD,5170.KL,,Main,True,True,2018-01-02,2025-12-01
