Date,Ticker,Company_Name,Price
2018-01-02,0079.KL,ALDRICH RESOURCES BERHAD,0.1199999973177909
2018-01-03,0079.KL,ALDRICH RESOURCES BERHAD,0.125
2018-01-04,0079.KL,ALDRICH RESOURCES BERHAD,0.1199999973177909
2018-01-05,0079.KL,ALDRICH RESOURCES BERHAD,0.125
2018-01-08,0079.KL,ALDRICH RESOURCES BERHAD,0.125
2018-01-09,0079.KL,ALDRICH RESOURCES BERHAD,0.1199999973177909
2018-01-10,0079.KL,ALDRICH RESOURCES BERHAD,0.1550000011920929
2018-01-11,0079.KL,ALDRICH RESOURCES BERHAD,0.1550000011920929
2018-01-12,0079.KL,ALDRICH RESOURCES BERHAD,0.1500000059604644
2018-01-15,0079.KL,ALDRICH RESOURCES BERHAD,0.1550000011920929
2018-01-16,0079.KL,ALDRICH RESOURCES BERHAD,0.1400000005960464
2018-01-17,0079.KL,ALDRICH RESOURCES BERHAD,0.135000005364418
2018-01-18,0079.KL,ALDRICH RESOURCES BERHAD,0.1299999952316284
2018-01-19,0079.KL,ALDRICH RESOURCES BERHAD,0.135000005364418
2018-01-22,0079.KL,ALDRICH RESOURCES BERHAD,0.135000005364418
2018-01-23,0079.KL,ALDRICH RESOURCES BERHAD,0.1400000005960464
2018-01-24,0079.KL,ALDRICH RESOURCES BERHAD,0.1400000005960464
2018-01-25,0079.KL,ALDRICH RESOURCES BERHAD,0.1400000005960464
2018-01-26,0079.KL,ALDRICH RESOURCES BERHAD,0.1550000011920929
2018-01-29,0079.KL,ALDRICH RESOURCES BERHAD,0.1449999958276748
2018-01-30,0079.KL,ALDRICH RESOURCES BERHAD,0.1500000059604644
2018-02-02,0079.KL,ALDRICH RESOURCES BERHAD,0.1500000059604644
2018-02-05,0079.KL,ALDRICH RESOURCES BERHAD,0.1449999958276748
2018-02-06,0079.KL,ALDRICH RESOURCES BERHAD,0.135000005364418
2018-02-07,0079.KL,ALDRICH RESOURCES BERHAD,0.135000005364418
2018-02-08,0079.KL,ALDRICH RESOURCES BERHAD,0.1400000005960464
2018-02-09,0079.KL,ALDRICH RESOURCES BERHAD,0.135000005364418
2018-02-12,0079.KL,ALDRICH RESOURCES BERHAD,0.1400000005960464
2018-02-13,0079.KL,ALDRICH RESOURCES BERHAD,0.135000005364418
2018-02-14,0079.KL,ALDRICH RESOURCES BERHAD,0.135000005364418
2018-02-15,0079.KL,ALDRICH RESOURCES BERHAD,0.135000005364418
2018-02-16,0079.KL,ALDRICH RESOURCES BERHAD,0.135000005364418
2018-02-19,0079.KL,ALDRICH RESOURCES BERHAD,0.1500000059604644
2018-02-20,0079.KL,ALDRICH RESOURCES BERHAD,0.1500000059604644
2018-02-21,0079.KL,ALDRICH RESOURCES BERHAD,0.1550000011920929
2018-02-22,0079.KL,ALDRICH RESOURCES BERHAD,0.1550000011920929
2018-02-23,0079.KL,ALDRICH RESOURCES BERHAD,0.1550000011920929
2018-02-26,0079.KL,ALDRICH RESOURCES BERHAD,0.1550000011920929
2018-02-27,0079.KL,ALDRICH RESOURCES BERHAD,0.135000005364418
2018-02-28,0079.KL,ALDRICH RESOURCES BERHAD,0.1400000005960464
2018-03-01,0079.KL,ALDRICH RESOURCES BERHAD,0.135000005364418
2018-03-02,0079.KL,ALDRICH RESOURCES BERHAD,0.1299999952316284
2018-03-05,0079.KL,ALDRICH RESOURCES BERHAD,0.1299999952316284
2018-03-06,0079.KL,ALDRICH RESOURCES BERHAD,0.1299999952316284
2018-03-07,0079.KL,ALDRICH RESOURCES BERHAD,0.1199999973177909
2018-03-08,0079.KL,ALDRICH RESOURCES BERHAD,0.125
2018-03-09,0079.KL,ALDRICH RESOURCES BERHAD,0.125
2018-03-12,0079.KL,ALDRICH RESOURCES BERHAD,0.125
2018-03-13,0079.KL,ALDRICH RESOURCES BERHAD,0.125
2018-03-14,0079.KL,ALDRICH RESOURCES BERHAD,0.1199999973177909
2018-03-15,0079.KL,ALDRICH RESOURCES BERHAD,0.125
2018-03-16,0079.KL,ALDRICH RESOURCES BERHAD,0.125
2018-03-19,0079.KL,ALDRICH RESOURCES BERHAD,0.1199999973177909
2018-03-20,0079.KL,ALDRICH RESOURCES BERHAD,0.1199999973177909
2018-03-21,0079.KL,ALDRICH RESOURCES BERHAD,0.1199999973177909
2018-03-22,0079.KL,ALDRICH RESOURCES BERHAD,0.1150000020861625
2018-03-23,0079.KL,ALDRICH RESOURCES BERHAD,0.1150000020861625
2018-03-26,0079.KL,ALDRICH RESOURCES BERHAD,0.1049999967217445
2018-03-27,0079.KL,ALDRICH RESOURCES BERHAD,0.1049999967217445
2018-03-28,0079.KL,ALDRICH RESOURCES BERHAD,0.1049999967217445
2018-03-29,0079.KL,ALDRICH RESOURCES BERHAD,0.1000000014901161
2018-03-30,0079.KL,ALDRICH RESOURCES BERHAD,0.1049999967217445
2018-04-02,0079.KL,ALDRICH RESOURCES BERHAD,0.1049999967217445
2018-04-03,0079.KL,ALDRICH RESOURCES BERHAD,0.0949999988079071
2018-04-04,0079.KL,ALDRICH RESOURCES BERHAD,0.0799999982118606
2018-04-05,0079.KL,ALDRICH RESOURCES BERHAD,0.0850000008940696
2018-04-06,0079.KL,ALDRICH RESOURCES BERHAD,0.0850000008940696
2018-04-09,0079.KL,ALDRICH RESOURCES BERHAD,0.0900000035762786
2018-04-10,0079.KL,ALDRICH RESOURCES BERHAD,0.1049999967217445
2018-04-11,0079.KL,ALDRICH RESOURCES BERHAD,0.1049999967217445
2018-04-12,0079.KL,ALDRICH RESOURCES BERHAD,0.1099999994039535
2018-04-13,0079.KL,ALDRICH RESOURCES BERHAD,0.1099999994039535
2018-04-16,0079.KL,ALDRICH RESOURCES BERHAD,0.1099999994039535
2018-04-17,0079.KL,ALDRICH RESOURCES BERHAD,0.1049999967217445
2018-04-18,0079.KL,ALDRICH RESOURCES BERHAD,0.1049999967217445
