Date,Ticker,Company_Name,Price
2018-09-14,7146.KL,AE MULTI HOLDINGS BERHAD,1.1742420196533203
2018-09-18,7146.KL,AE MULTI HOLDINGS BERHAD,1.1742420196533203
2018-09-19,7146.KL,AE MULTI HOLDINGS BERHAD,1.1742420196533203
2018-09-20,7146.KL,AE MULTI HOLDINGS BERHAD,1.2212120294570925
2018-09-21,7146.KL,AE MULTI HOLDINGS BERHAD,1.2212120294570925
2018-09-24,7146.KL,AE MULTI HOLDINGS BERHAD,1.2212120294570925
2018-09-25,7146.KL,AE MULTI HOLDINGS BERHAD,1.1742420196533203
2018-09-26,7146.KL,AE MULTI HOLDINGS BERHAD,1.1742420196533203
2018-09-27,7146.KL,AE MULTI HOLDINGS BERHAD,1.1742420196533203
2018-09-28,7146.KL,AE MULTI HOLDINGS BERHAD,1.1742420196533203
2018-10-01,7146.KL,AE MULTI HOLDINGS BERHAD,1.1742420196533203
2018-10-02,7146.KL,AE MULTI HOLDINGS BERHAD,1.1742420196533203
2018-10-03,7146.KL,AE MULTI HOLDINGS BERHAD,1.1272720098495483
2018-10-04,7146.KL,AE MULTI HOLDINGS BERHAD,1.1742420196533203
2018-10-05,7146.KL,AE MULTI HOLDINGS BERHAD,1.2212120294570925
2018-10-08,7146.KL,AE MULTI HOLDINGS BERHAD,1.1742420196533203
2018-10-09,7146.KL,AE MULTI HOLDINGS BERHAD,1.2212120294570925
2018-10-10,7146.KL,AE MULTI HOLDINGS BERHAD,1.1742420196533203
2018-10-11,7146.KL,AE MULTI HOLDINGS BERHAD,1.1272720098495483
2018-10-12,7146.KL,AE MULTI HOLDINGS BERHAD,1.1272720098495483
2018-10-15,7146.KL,AE MULTI HOLDINGS BERHAD,1.0803029537200928
2018-10-16,7146.KL,AE MULTI HOLDINGS BERHAD,1.0803029537200928
2018-10-17,7146.KL,AE MULTI HOLDINGS BERHAD,1.0803029537200928
2018-10-18,7146.KL,AE MULTI HOLDINGS BERHAD,1.0803029537200928
2018-10-19,7146.KL,AE MULTI HOLDINGS BERHAD,1.0803029537200928
2018-10-22,7146.KL,AE MULTI HOLDINGS BERHAD,1.0803029537200928
2018-10-23,7146.KL,AE MULTI HOLDINGS BERHAD,1.0803029537200928
2018-10-24,7146.KL,AE MULTI HOLDINGS BERHAD,1.0803029537200928
2018-10-25,7146.KL,AE MULTI HOLDINGS BERHAD,1.0803029537200928
2018-10-26,7146.KL,AE MULTI HOLDINGS BERHAD,1.0803029537200928
2018-10-29,7146.KL,AE MULTI HOLDINGS BERHAD,1.0803029537200928
2018-10-30,7146.KL,AE MULTI HOLDINGS BERHAD,1.0803029537200928
2018-10-31,7146.KL,AE MULTI HOLDINGS BERHAD,1.0803029537200928
2018-11-01,7146.KL,AE MULTI HOLDINGS BERHAD,1.0803029537200928
2018-11-02,7146.KL,AE MULTI HOLDINGS BERHAD,1.1742420196533203
2018-11-05,7146.KL,AE MULTI HOLDINGS BERHAD,1.1742420196533203
2018-11-07,7146.KL,AE MULTI HOLDINGS BERHAD,1.1272720098495483
2018-11-08,7146.KL,AE MULTI HOLDINGS BERHAD,1.1272720098495483
2018-11-09,7146.KL,AE MULTI HOLDINGS BERHAD,1.1272720098495483
2018-11-12,7146.KL,AE MULTI HOLDINGS BERHAD,1.1742420196533203
2018-11-13,7146.KL,AE MULTI HOLDINGS BERHAD,1.1742420196533203
2018-11-14,7146.KL,AE MULTI HOLDINGS BERHAD,1.1272720098495483
2018-11-15,7146.KL,AE MULTI HOLDINGS BERHAD,1.1742420196533203
2018-11-16,7146.KL,AE MULTI HOLDINGS BERHAD,1.1742420196533203
2018-11-19,7146.KL,AE MULTI HOLDINGS BERHAD,1.1742420196533203
2018-11-21,7146.KL,AE MULTI HOLDINGS BERHAD,1.1272720098495483
2018-11-22,7146.KL,AE MULTI HOLDINGS BERHAD,1.1742420196533203
2018-11-23,7146.KL,AE MULTI HOLDINGS BERHAD,1.1742420196533203
2018-11-26,7146.KL,AE MULTI HOLDINGS BERHAD,1.1742420196533203
2018-11-27,7146.KL,AE MULTI HOLDINGS BERHAD,1.1742420196533203
2018-11-28,7146.KL,AE MULTI HOLDINGS BERHAD,1.1742420196533203
2018-11-29,7146.KL,AE MULTI HOLDINGS BERHAD,1.1742420196533203
2018-11-30,7146.KL,AE MULTI HOLDINGS BERHAD,1.0803029537200928
2018-12-03,7146.KL,AE MULTI HOLDINGS BERHAD,1.0803029537200928
2018-12-04,7146.KL,AE MULTI HOLDINGS BERHAD,1.0803029537200928
2018-12-05,7146.KL,AE MULTI HOLDINGS BERHAD,1.0803029537200928
2018-12-06,7146.KL,AE MULTI HOLDINGS BERHAD,1.0803029537200928
2018-12-07,7146.KL,AE MULTI HOLDINGS BERHAD,1.0803029537200928
2018-12-10,7146.KL,AE MULTI HOLDINGS BERHAD,1.1742420196533203
2018-12-11,7146.KL,AE MULTI HOLDINGS BERHAD,1.1742420196533203
2018-12-12,7146.KL,AE MULTI HOLDINGS BERHAD,1.1742420196533203
2018-12-13,7146.KL,AE MULTI HOLDINGS BERHAD,1.1742420196533203
2018-12-14,7146.KL,AE MULTI HOLDINGS BERHAD,1.1742420196533203
2018-12-17,7146.KL,AE MULTI HOLDINGS BERHAD,1.1742420196533203
2018-12-18,7146.KL,AE MULTI HOLDINGS BERHAD,1.0333329439163208
2018-12-19,7146.KL,AE MULTI HOLDINGS BERHAD,1.0803029537200928
2018-12-20,7146.KL,AE MULTI HOLDINGS BERHAD,1.0803029537200928
2018-12-21,7146.KL,AE MULTI HOLDINGS BERHAD,1.0803029537200928
2018-12-24,7146.KL,AE MULTI HOLDINGS BERHAD,1.0803029537200928
2018-12-26,7146.KL,AE MULTI HOLDINGS BERHAD,1.0803029537200928
2018-12-27,7146.KL,AE MULTI HOLDINGS BERHAD,1.0803029537200928
2018-12-28,7146.KL,AE MULTI HOLDINGS BERHAD,1.0803029537200928
2018-12-31,7146.KL,AE MULTI HOLDINGS BERHAD,1.0333329439163208
2019-01-02,7146.KL,AE MULTI HOLDINGS BERHAD,1.0333329439163208
2019-01-03,7146.KL,AE MULTI HOLDINGS BERHAD,1.1272720098495483
2019-01-04,7146.KL,AE MULTI HOLDINGS BERHAD,1.1272720098495483
2019-01-07,7146.KL,AE MULTI HOLDINGS BERHAD,1.0333329439163208
2019-01-08,7146.KL,AE MULTI HOLDINGS BERHAD,1.0333329439163208
2019-01-09,7146.KL,AE MULTI HOLDINGS BERHAD,1.0803029537200928
2019-01-10,7146.KL,AE MULTI HOLDINGS BERHAD,1.0803029537200928
2019-01-11,7146.KL,AE MULTI HOLDINGS BERHAD,1.0803029537200928
2019-01-14,7146.KL,AE MULTI HOLDINGS BERHAD,1.0803029537200928
2019-01-15,7146.KL,AE MULTI HOLDINGS BERHAD,1.0803029537200928
2019-01-16,7146.KL,AE MULTI HOLDINGS BERHAD,1.1272720098495483
2019-01-17,7146.KL,AE MULTI HOLDINGS BERHAD,1.1272720098495483
2019-01-18,7146.KL,AE MULTI HOLDINGS BERHAD,1.2212120294570925
2019-01-22,7146.KL,AE MULTI HOLDINGS BERHAD,1.2212120294570925
2019-01-23,7146.KL,AE MULTI HOLDINGS BERHAD,1.1272720098495483
2019-01-24,7146.KL,AE MULTI HOLDINGS BERHAD,1.1742420196533203
2019-01-25,7146.KL,AE MULTI HOLDINGS BERHAD,1.1742420196533203
2019-01-28,7146.KL,AE MULTI HOLDINGS BERHAD,1.0803029537200928
2019-01-29,7146.KL,AE MULTI HOLDINGS BERHAD,1.0803029537200928
2019-01-30,7146.KL,AE MULTI HOLDINGS BERHAD,1.0803029537200928
2019-01-31,7146.KL,AE MULTI HOLDINGS BERHAD,1.0333329439163208
2019-02-04,7146.KL,AE MULTI HOLDINGS BERHAD,1.0333329439163208
2019-02-07,7146.KL,AE MULTI HOLDINGS BERHAD,1.0333329439163208
2019-02-08,7146.KL,AE MULTI HOLDINGS BERHAD,1.0333329439163208
2019-02-11,7146.KL,AE MULTI HOLDINGS BERHAD,1.1272720098495483
2019-02-12,7146.KL,AE MULTI HOLDINGS BERHAD,1.1272720098495483
2019-02-13,7146.KL,AE MULTI HOLDINGS BERHAD,1.0803029537200928
2019-02-14,7146.KL,AE MULTI HOLDINGS BERHAD,1.0803029537200928
2019-02-15,7146.KL,AE MULTI HOLDINGS BERHAD,1.1272720098495483
2019-02-18,7146.KL,AE MULTI HOLDINGS BERHAD,1.1272720098495483
2019-02-19,7146.KL,AE MULTI HOLDINGS BERHAD,1.0803029537200928
2019-02-20,7146.KL,AE MULTI HOLDINGS BERHAD,1.0803029537200928
2019-02-21,7146.KL,AE MULTI HOLDINGS BERHAD,1.0803029537200928
2019-02-22,7146.KL,AE MULTI HOLDINGS BERHAD,1.1272720098495483
2019-02-25,7146.KL,AE MULTI HOLDINGS BERHAD,1.1272720098495483
2019-02-26,7146.KL,AE MULTI HOLDINGS BERHAD,1.0803029537200928
2019-02-27,7146.KL,AE MULTI HOLDINGS BERHAD,1.1272720098495483
2019-02-28,7146.KL,AE MULTI HOLDINGS BERHAD,1.1272720098495483
2019-03-01,7146.KL,AE MULTI HOLDINGS BERHAD,1.1272720098495483
2019-03-04,7146.KL,AE MULTI HOLDINGS BERHAD,1.1272720098495483
2019-03-05,7146.KL,AE MULTI HOLDINGS BERHAD,1.1272720098495483
2019-03-06,7146.KL,AE MULTI HOLDINGS BERHAD,1.1272720098495483
2019-03-07,7146.KL,AE MULTI HOLDINGS BERHAD,1.1272720098495483
2019-03-08,7146.KL,AE MULTI HOLDINGS BERHAD,1.1272720098495483
2019-03-11,7146.KL,AE MULTI HOLDINGS BERHAD,1.1272720098495483
2019-03-12,7146.KL,AE MULTI HOLDINGS BERHAD,1.1272720098495483
2019-03-13,7146.KL,AE MULTI HOLDINGS BERHAD,1.0333329439163208
2019-03-14,7146.KL,AE MULTI HOLDINGS BERHAD,1.0333329439163208
2019-03-15,7146.KL,AE MULTI HOLDINGS BERHAD,1.0803029537200928
2019-03-18,7146.KL,AE MULTI HOLDINGS BERHAD,1.0803029537200928
2019-03-19,7146.KL,AE MULTI HOLDINGS BERHAD,1.0333329439163208
2019-03-20,7146.KL,AE MULTI HOLDINGS BERHAD,1.0333329439163208
2019-03-21,7146.KL,AE MULTI HOLDINGS BERHAD,1.0333329439163208
2019-03-22,7146.KL,AE MULTI HOLDINGS BERHAD,0.9863629937171936
2019-03-25,7146.KL,AE MULTI HOLDINGS BERHAD,0.9863629937171936
2019-03-26,7146.KL,AE MULTI HOLDINGS BERHAD,0.9863629937171936
2019-03-27,7146.KL,AE MULTI HOLDINGS BERHAD,1.0333329439163208
2019-03-28,7146.KL,AE MULTI HOLDINGS BERHAD,0.9863629937171936
2019-03-29,7146.KL,AE MULTI HOLDINGS BERHAD,0.9863629937171936
2019-04-01,7146.KL,AE MULTI HOLDINGS BERHAD,0.9863629937171936
2019-04-02,7146.KL,AE MULTI HOLDINGS BERHAD,0.9863629937171936
2019-04-03,7146.KL,AE MULTI HOLDINGS BERHAD,0.9863629937171936
2019-04-04,7146.KL,AE MULTI HOLDINGS BERHAD,0.9863629937171936
2019-04-05,7146.KL,AE MULTI HOLDINGS BERHAD,0.9863629937171936
2019-04-08,7146.KL,AE MULTI HOLDINGS BERHAD,0.9863629937171936
2019-04-09,7146.KL,AE MULTI HOLDINGS BERHAD,0.9393939971923828
2019-04-10,7146.KL,AE MULTI HOLDINGS BERHAD,0.9863629937171936
2019-04-11,7146.KL,AE MULTI HOLDINGS BERHAD,0.9863629937171936
2019-04-12,7146.KL,AE MULTI HOLDINGS BERHAD,1.0333329439163208
2019-04-15,7146.KL,AE MULTI HOLDINGS BERHAD,1.0333329439163208
2019-04-16,7146.KL,AE MULTI HOLDINGS BERHAD,0.9863629937171936
2019-04-17,7146.KL,AE MULTI HOLDINGS BERHAD,0.9863629937171936
2019-04-18,7146.KL,AE MULTI HOLDINGS BERHAD,0.9863629937171936
2019-04-19,7146.KL,AE MULTI HOLDINGS BERHAD,0.9863629937171936
2019-04-22,7146.KL,AE MULTI HOLDINGS BERHAD,0.9863629937171936
2019-04-23,7146.KL,AE MULTI HOLDINGS BERHAD,1.0333329439163208
2019-04-24,7146.KL,AE MULTI HOLDINGS BERHAD,1.0333329439163208
2019-04-25,7146.KL,AE MULTI HOLDINGS BERHAD,0.9863629937171936
2019-04-26,7146.KL,AE MULTI HOLDINGS BERHAD,0.9863629937171936
2019-04-29,7146.KL,AE MULTI HOLDINGS BERHAD,0.9863629937171936
2019-04-30,7146.KL,AE MULTI HOLDINGS BERHAD,0.9863629937171936
2019-05-02,7146.KL,AE MULTI HOLDINGS BERHAD,0.9393939971923828
2019-05-03,7146.KL,AE MULTI HOLDINGS BERHAD,0.9393939971923828
2019-05-06,7146.KL,AE MULTI HOLDINGS BERHAD,0.9393939971923828
2019-05-07,7146.KL,AE MULTI HOLDINGS BERHAD,0.9863629937171936
2019-05-08,7146.KL,AE MULTI HOLDINGS BERHAD,0.9863629937171936
2019-05-09,7146.KL,AE MULTI HOLDINGS BERHAD,0.9863629937171936
2019-05-10,7146.KL,AE MULTI HOLDINGS BERHAD,0.9863629937171936
2019-05-13,7146.KL,AE MULTI HOLDINGS BERHAD,0.9863629937171936
2019-05-14,7146.KL,AE MULTI HOLDINGS BERHAD,0.9863629937171936
2019-05-15,7146.KL,AE MULTI HOLDINGS BERHAD,0.8454539775848389
2019-05-16,7146.KL,AE MULTI HOLDINGS BERHAD,0.8924239873886108
2019-05-17,7146.KL,AE MULTI HOLDINGS BERHAD,0.8924239873886108
2019-05-21,7146.KL,AE MULTI HOLDINGS BERHAD,0.8924239873886108
2019-05-23,7146.KL,AE MULTI HOLDINGS BERHAD,0.8454539775848389
2019-05-24,7146.KL,AE MULTI HOLDINGS BERHAD,0.8454539775848389
